pickup_location_id,dropoff_location_id,avg_tip
249,109,16.383
100,204,16.380555555555556
137,251,16.37666666666667
158,19,16.355
213,265,16.33888888888889
161,5,16.334166666666665
260,67,16.333333333333332
112,265,16.32730769230769
88,64,16.325
265,77,16.32
116,63,16.3
246,109,16.298571428571428
158,46,16.29
125,5,16.266666666666666
187,132,16.26
37,5,16.26
10,240,16.25
229,176,16.25
265,178,16.25
158,44,16.25
141,251,16.235
228,227,16.2325
51,228,16.21
13,5,16.208571428571428
164,201,16.201176470588237
13,38,16.2
37,130,16.168888888888887
52,205,16.16
31,160,16.16
59,265,16.16
27,135,16.16
1,229,16.15
162,201,16.140769230769234
224,180,16.14
138,109,16.133235294117647
259,108,16.13
189,1,16.11421052631579
1,137,16.1
234,204,16.096363636363638
46,170,16.08
198,251,16.08
184,265,16.06888888888889
216,23,16.06
100,30,16.06
164,204,16.013571428571428
150,172,16.0
158,204,15.997142857142856
265,88,15.991999999999999
12,115,15.99
138,84,15.982413793103449
52,265,15.97923076923077
234,27,15.973076923076924
137,44,15.969999999999999
66,109,15.96
28,22,15.95
12,172,15.95
83,70,15.95
125,30,15.93
75,118,15.915
236,1,15.91166265060241
245,51,15.91
142,5,15.903333333333334
178,223,15.89
49,62,15.875
211,86,15.860000000000001
63,234,15.84
37,265,15.831874999999998
262,1,15.831020134228188
1,158,15.825
52,1,15.822833333333335
141,5,15.82125
195,175,15.82
116,210,15.776666666666666
145,1,15.77244897959184
168,18,15.772083333333333
127,242,15.769999999999998
23,55,15.76
124,230,15.76
130,220,15.76
119,265,15.758235294117647
234,176,15.757916666666665
260,251,15.754999999999999
98,74,15.75
37,221,15.745
146,206,15.735
28,200,15.71
188,43,15.7
220,155,15.693333333333335
244,1,15.687157894736844
228,265,15.684999999999999
212,265,15.68
246,176,15.663999999999998
265,43,15.654285714285711
202,1,15.651666666666666
20,216,15.64
52,171,15.58
45,172,15.575
211,38,15.57
141,1,15.564949186991868
189,206,15.56
245,7,15.56
135,221,15.56
76,187,15.56
207,265,15.559113924050633
116,201,15.54
164,176,15.538461538461538
225,129,15.538125
48,109,15.524000000000001
12,219,15.52
158,84,15.500909090909092
227,78,15.5
25,1,15.499855072463765
141,109,15.490909090909089
70,27,15.49
125,101,15.488
263,206,15.479999999999999
194,136,15.47
119,106,15.47
141,204,15.467500000000001
33,44,15.46
52,23,15.46
230,245,15.455142857142858
33,64,15.445
68,5,15.44
137,203,15.426999999999998
232,64,15.42
114,84,15.404285714285711
74,1,15.37112676056338
42,1,15.368749999999999
10,1,15.367894736842105
219,115,15.36
80,265,15.351041666666665
181,183,15.35
168,117,15.33375
138,265,15.322077878230848
200,83,15.32
66,200,15.309999999999999
166,84,15.305
194,223,15.276666666666666
97,265,15.263902439024392
1,141,15.26
255,5,15.26
142,176,15.258571428571429
243,1,15.255555555555553
16,95,15.254000000000001
181,84,15.25
237,176,15.235714285714286
200,117,15.23
233,1,15.222852932508108
68,204,15.21777777777778
166,1,15.212922437673132
43,30,15.2
4,172,15.2
88,84,15.180588235294117
116,175,15.17
162,204,15.169230769230769
89,5,15.166666666666666
151,1,15.153014789533565
265,123,15.15
147,228,15.15
238,1,15.149216614090436
75,1,15.147364864864864
261,27,15.143333333333333
265,1,15.14098880597015
168,1,15.122
179,1,15.11076923076923
158,27,15.11
249,5,15.107142857142858
1,1,15.09723736176935
162,27,15.08375
64,179,15.08
126,60,15.08
160,180,15.08
186,201,15.062241379310347
66,1,15.060384615384617
144,99,15.06
263,1,15.054712153518125
43,44,15.05
260,265,15.045650224215246
264,44,15.045
47,1,15.03
262,23,15.008571428571429
24,1,15.004870129870133
194,159,15.0
119,28,15.0
225,15,15.0
42,204,15.0
127,153,15.0
14,24,15.0
197,201,15.0
64,237,15.0
174,19,15.0
256,118,15.0
260,118,15.0
190,146,15.0
12,84,15.0
31,132,15.0
197,257,15.0
187,265,15.0
58,265,15.0
235,80,15.0
154,210,15.0
151,23,15.0
78,239,15.0
159,167,15.0
160,51,15.0
262,204,15.0
176,1,15.0
161,99,15.0
151,115,15.0
232,96,15.0
78,7,15.0
160,197,15.0
228,69,15.0
75,27,15.0
49,196,15.0
223,128,15.0
28,198,15.0
162,176,14.997368421052634
144,245,14.995000000000001
157,265,14.9825
80,259,14.98
41,1,14.974724770642199
162,245,14.964705882352941
229,44,14.963999999999999
118,151,14.96
211,99,14.96
233,265,14.935321839080459
57,265,14.9265
214,1,14.92125
162,84,14.918888888888887
239,5,14.91
170,187,14.909999999999998
228,1,14.907999999999998
264,210,14.900799999999998
237,172,14.895000000000001
201,48,14.89
250,106,14.89
152,1,14.88724137931034
140,1,14.881981981981982
151,201,14.88
162,1,14.863448923385075
29,265,14.852
180,87,14.85
118,48,14.82
158,203,14.818000000000001
255,241,14.817499999999999
158,117,14.817142857142857
211,187,14.816666666666668
245,233,14.81
231,176,14.809473684210523
255,219,14.8
1,163,14.8
148,253,14.790000000000001
39,257,14.79
180,211,14.785
48,23,14.782127659574467
28,265,14.774923076923077
229,214,14.760625
130,1,14.753333333333336
50,44,14.75
12,15,14.75
55,211,14.75
232,265,14.745444444444447
263,124,14.739333333333333
124,181,14.7375
88,1,14.734776699029126
45,109,14.73
107,23,14.726
230,118,14.725319148936165
252,239,14.72
32,163,14.72
42,245,14.715
151,108,14.7075
106,265,14.690000000000001
181,1,14.689999999999998
25,201,14.677142857142858
264,1,14.671367578385587
191,33,14.67
91,23,14.66
40,16,14.64
127,40,14.64
219,152,14.64
180,107,14.64
162,30,14.624285714285715
116,1,14.616666666666665
163,221,14.614285714285714
114,156,14.613333333333335
24,154,14.61
265,265,14.608875954892659
134,79,14.6
2,211,14.6
130,109,14.6
2,50,14.6
148,5,14.59375
139,14,14.59
133,1,14.59
232,118,14.585999999999999
163,109,14.583000000000002
4,203,14.58
263,115,14.58
93,54,14.575
75,172,14.565000000000001
265,209,14.565
154,54,14.56
82,265,14.554615384615383
142,251,14.546000000000001
209,109,14.536666666666667
13,204,14.530000000000001
161,156,14.510714285714288
33,1,14.504083333333332
240,132,14.5
12,101,14.5
264,265,14.494734728387225
237,206,14.489999999999998
233,201,14.487500000000002
161,1,14.483499371312508
31,233,14.46
193,14,14.459999999999999
229,1,14.4559296875
237,1,14.43077618069815
239,187,14.43
1,237,14.415
219,31,14.41
224,1,14.401220472440942
234,30,14.393333333333333
162,109,14.388571428571428
234,1,14.382659515951593
24,9,14.375
87,172,14.371944444444441
90,245,14.365714285714288
113,172,14.365714285714287
186,251,14.365531914893614
214,109,14.36
141,172,14.36
13,203,14.36
229,187,14.36
92,13,14.35
170,1,14.346222672064775
186,5,14.345555555555556
166,154,14.343333333333334
27,27,14.3425
168,257,14.34
264,156,14.337777777777777
94,210,14.335
97,172,14.33
163,1,14.322544169611309
63,144,14.32
50,204,14.319999999999999
94,56,14.31
66,154,14.3
209,1,14.2902576489533
181,187,14.283333333333331
240,200,14.273333333333333
145,265,14.262313432835823
187,41,14.26
3,26,14.26
106,139,14.26
66,20,14.26
194,257,14.25
14,167,14.25
151,175,14.25
261,5,14.238125
170,251,14.226078431372548
124,1,14.225294117647058
163,201,14.225
10,156,14.22
125,86,14.21
166,150,14.21
246,245,14.20142857142857
201,181,14.2
37,115,14.2
151,6,14.2
137,1,14.18604075691412
55,60,14.18
31,265,14.176999999999998
96,14,14.175
148,201,14.165576923076921
93,190,14.16
77,5,14.15
168,265,14.140714285714285
100,99,14.13
10,228,14.129999999999999
239,1,14.128128964059194
43,1,14.124799040191965
64,265,14.119642857142859
150,236,14.11
154,228,14.105
224,185,14.08
50,30,14.08
106,94,14.08
142,109,14.078
170,115,14.075000000000001
107,1,14.068061561011362
228,40,14.06
29,98,14.06
201,47,14.06
86,231,14.059999999999999
75,150,14.018888888888888
148,109,14.0175
161,27,14.014285714285714
51,14,14.004999999999999
164,1,14.000849026993095
15,38,14.0
57,1,14.0
70,58,14.0
232,130,13.997000000000002
117,49,13.99
65,130,13.988181818181816
4,197,13.976842105263158
8,8,13.972222222222221
150,257,13.96
205,66,13.96
207,206,13.95
161,201,13.947647058823526
261,252,13.939183673469387
13,117,13.920000000000002
113,84,13.906
162,265,13.905556042031527
265,227,13.905000000000001
143,1,13.903208333333332
235,145,13.9
242,265,13.879285714285714
142,1,13.874878884267188
162,23,13.869943820224716
88,204,13.86888888888889
49,1,13.862857142857141
33,118,13.8625
23,246,13.86
83,265,13.855555555555556
229,201,13.853684210526318
55,138,13.85
87,1,13.846787652645862
117,161,13.84
236,118,13.84
234,109,13.828000000000003
14,156,13.813333333333333
52,31,13.81
4,201,13.808333333333335
131,265,13.807142857142853
129,210,13.790000000000001
12,251,13.79
161,109,13.785882352941176
56,224,13.785
246,1,13.78357971637301
166,221,13.7775
11,230,13.775
138,204,13.761333333333335
117,68,13.76
260,115,13.76
2,231,13.755
1,164,13.75
137,115,13.75
66,251,13.75
120,132,13.75
49,19,13.74
161,176,13.74
17,1,13.731666666666667
255,1,13.709230769230768
261,44,13.703999999999999
141,44,13.686666666666667
230,176,13.680000000000001
66,265,13.675999999999998
138,5,13.674444444444445
222,1,13.666666666666666
90,1,13.660765993265992
204,87,13.66
213,165,13.66
23,132,13.646666666666667
201,201,13.644545454545455
90,5,13.64125
20,164,13.64
158,1,13.636941398865787
100,109,13.636875
233,251,13.635555555555555
215,256,13.632
90,109,13.627777777777776
164,245,13.626999999999999
1,233,13.62
162,156,13.612
236,172,13.61
212,89,13.61
211,184,13.61
203,239,13.61
65,1,13.602931937172775
93,201,13.6
213,14,13.585
261,101,13.584444444444443
230,1,13.582023707039264
193,2,13.58
170,265,13.571522401043929
162,115,13.567916666666667
100,251,13.566756756756757
17,36,13.565
201,264,13.56
65,259,13.56
13,27,13.557500000000001
194,132,13.55161290322581
261,1,13.550156472261738
191,181,13.55
97,128,13.55
134,13,13.55
49,144,13.542499999999999
97,1,13.540222222222223
107,109,13.538
214,214,13.524545454545455
186,27,13.523125
162,187,13.5225
165,166,13.51
91,241,13.51
149,90,13.51
182,210,13.51
192,220,13.51
211,46,13.508
114,251,13.507826086956522
113,1,13.507800466744456
1,50,13.5
65,265,13.487411764705882
153,132,13.48
13,1,13.475140712945594
97,23,13.475
145,201,13.469999999999999
75,30,13.46
135,27,13.46
87,265,13.457620689655174
168,187,13.455
148,23,13.445
68,1,13.44236859762917
231,84,13.442307692307692
232,101,13.436000000000002
125,201,13.433333333333332
231,109,13.432333333333332
186,176,13.412666666666665
95,169,13.412592592592592
190,94,13.41
48,154,13.405000000000001
15,39,13.4
12,201,13.4
168,156,13.4
230,109,13.392352941176469
136,247,13.375
186,172,13.362894736842106
228,244,13.36
238,6,13.36
154,167,13.36
163,214,13.356428571428571
170,23,13.356
210,248,13.355
237,115,13.353
192,169,13.35
246,221,13.346666666666668
137,201,13.342307692307694
231,44,13.341818181818182
143,265,13.33959595959596
143,64,13.33
29,172,13.33
114,1,13.321669724770642
1,151,13.32
146,1,13.310270270270271
190,244,13.3
265,234,13.29214285714286
34,150,13.29
95,94,13.281666666666666
46,222,13.28
210,247,13.28
68,109,13.268
231,27,13.26625
145,118,13.26
226,206,13.26
31,61,13.26
156,198,13.26
201,140,13.26
175,133,13.25
231,1,13.249209763170613
225,1,13.2475
238,201,13.245000000000001
120,265,13.240967741935485
67,132,13.2375
241,174,13.233333333333334
258,255,13.225
228,19,13.2225
141,176,13.21
32,131,13.21
239,139,13.21
194,188,13.21
87,204,13.208749999999998
134,144,13.2
138,23,13.19814814814815
113,46,13.197500000000002
117,43,13.19
206,68,13.18
181,265,13.17875
36,16,13.175
191,144,13.16
117,162,13.16
22,84,13.16
193,210,13.16
219,54,13.16
197,24,13.155000000000001
141,265,13.151040145985402
36,245,13.15
264,172,13.15
8,163,13.15
100,1,13.145534178361249
117,229,13.14
171,255,13.14
79,1,13.13899702085402
128,265,13.1375
197,265,13.133000000000001
181,248,13.13
249,1,13.108774016468434
158,175,13.104
97,3,13.1
22,226,13.1
19,228,13.09
108,15,13.09
148,187,13.08875
163,172,13.074000000000002
209,265,13.07161290322581
181,109,13.065
24,221,13.06
97,109,13.06
224,245,13.06
210,126,13.06
234,201,13.05392857142857
165,93,13.05
45,201,13.048000000000002
231,251,13.047777777777778
175,137,13.031052631578946
219,172,13.025
151,29,13.013333333333334
161,265,13.012748614281056
151,203,13.01
200,178,13.01
114,172,13.009999999999998
48,1,13.006849101965782
161,204,13.004705882352942
4,1,13.0
138,245,13.0
253,79,13.0
8,143,13.0
75,156,12.995
229,265,12.98026284348865
265,7,12.978333333333333
124,164,12.965
87,5,12.964285714285714
173,265,12.960714285714285
164,5,12.960666666666668
147,30,12.96
225,23,12.96
156,35,12.96
17,214,12.96
80,183,12.95
190,252,12.95
265,166,12.9375
220,91,12.93
12,1,12.929464285714287
186,204,12.926000000000002
151,150,12.920000000000002
263,64,12.918222222222223
200,155,12.91
136,175,12.91
107,172,12.909999999999998
148,1,12.903335974643422
124,125,12.9
243,14,12.9
29,132,12.89
58,230,12.89
126,132,12.876666666666667
60,55,12.870000000000001
88,265,12.86798922800718
164,172,12.866363636363634
93,133,12.86
216,52,12.86
200,21,12.86
124,216,12.85
157,115,12.85
237,265,12.842648725212465
124,222,12.84
247,91,12.83
210,168,12.83
108,119,12.83
158,156,12.823333333333332
255,245,12.82
242,201,12.82
4,265,12.818307692307693
107,30,12.805
195,187,12.8
206,10,12.8
14,32,12.795
123,265,12.79
230,84,12.787692307692309
161,214,12.777659574468084
261,84,12.77375
1,186,12.77
114,245,12.763333333333332
138,221,12.76169014084507
47,117,12.76
211,101,12.76
230,115,12.758139534883721
125,1,12.755772521389028
263,5,12.754999999999999
195,203,12.754999999999999
108,138,12.75
262,124,12.75
83,18,12.75
117,156,12.75
239,251,12.746666666666668
263,150,12.725833333333332
123,20,12.72
113,109,12.716363636363637
256,46,12.715
125,154,12.71
149,220,12.71
31,37,12.71
68,251,12.702857142857143
124,13,12.702857142857143
93,192,12.7
185,148,12.7
39,249,12.7
184,164,12.695
224,265,12.690937499999997
186,1,12.684538431826962
164,44,12.681999999999999
158,172,12.680666666666667
69,86,12.68
206,206,12.679374999999999
90,214,12.677142857142856
70,260,12.677000000000001
234,118,12.671587301587305
50,1,12.662169657422512
132,44,12.658596491228069
108,204,12.65
41,176,12.65
115,212,12.65
232,204,12.646666666666667
113,245,12.63625
211,1,12.635055325034578
161,245,12.630526315789472
244,190,12.629999999999999
192,265,12.615294117647059
265,261,12.614999999999998
163,265,12.614268421052632
114,5,12.614
197,186,12.61
52,208,12.61
81,28,12.61
2,124,12.61
8,263,12.61
265,24,12.603333333333333
12,118,12.6
96,186,12.6
219,12,12.6
73,233,12.6
150,125,12.6
186,99,12.589999999999998
161,221,12.580303030303032
161,84,12.57625
155,168,12.574
164,251,12.573939393939394
230,251,12.57175
212,227,12.57
14,254,12.57
186,245,12.568695652173913
162,5,12.564897959183675
126,76,12.56
186,118,12.557777777777776
61,23,12.555
140,214,12.554444444444446
68,30,12.552000000000001
173,190,12.55
196,55,12.55
249,245,12.547857142857142
40,180,12.54
100,156,12.531666666666666
184,15,12.53
13,124,12.527777777777777
229,156,12.525
242,156,12.5225
36,94,12.52
107,265,12.519575289575291
48,115,12.519444444444444
255,206,12.510000000000002
24,122,12.51
241,189,12.51
119,260,12.5
57,87,12.5
41,154,12.5
203,137,12.5
215,197,12.5
63,239,12.5
90,115,12.48
21,200,12.48
128,179,12.47
57,162,12.47
249,117,12.464444444444446
194,211,12.464
162,251,12.46290322580645
246,101,12.4625
225,265,12.46125
93,22,12.46
130,221,12.46
258,230,12.46
61,185,12.46
189,174,12.45
90,84,12.446
246,99,12.445
190,243,12.443333333333333
246,251,12.440833333333336
48,118,12.436785714285714
164,109,12.428421052631581
1,234,12.411428571428571
127,14,12.41
41,64,12.41
170,6,12.401891891891893
87,109,12.40029411764706
48,201,12.394838709677419
80,23,12.39
65,139,12.39
43,206,12.3875
119,11,12.38
1,48,12.375
157,226,12.367142857142857
170,156,12.363846153846158
13,39,12.350612244897958
234,5,12.35
174,86,12.344999999999999
43,118,12.344285714285714
138,172,12.342972972972971
13,265,12.340365997638726
169,228,12.34
249,201,12.335161290322581
150,68,12.32
52,200,12.319999999999999
171,238,12.315000000000001
45,1,12.310028653295129
181,259,12.31
47,22,12.31
243,63,12.31
64,143,12.31
225,126,12.305
163,206,12.302666666666665
144,1,12.301595141700405
64,239,12.3
125,265,12.293065825067629
163,115,12.28076923076923
13,150,12.275849056603773
62,247,12.27
143,15,12.2625
117,137,12.26
161,122,12.258484848484848
107,101,12.254761904761907
238,207,12.25
140,265,12.243666666666668
186,265,12.243430199430199
261,204,12.243333333333334
216,54,12.242500000000001
201,26,12.24
68,172,12.238333333333335
234,172,12.237272727272728
41,29,12.233333333333334
222,94,12.23
56,261,12.223333333333334
87,251,12.220000000000002
68,265,12.215887070901513
229,6,12.214347826086957
262,265,12.211906614785994
131,241,12.21
219,212,12.21
251,239,12.21
219,185,12.21
101,186,12.21
10,67,12.2
146,128,12.2
150,112,12.2
135,234,12.19923076923077
222,265,12.19357142857143
234,115,12.190000000000001
228,81,12.19
43,265,12.18946511627907
161,203,12.180740740740738
29,135,12.180000000000001
157,163,12.179444444444448
10,219,12.176666666666668
20,163,12.175
95,1,12.172
39,18,12.16
145,210,12.16
256,115,12.16
14,185,12.16
97,245,12.16
216,158,12.16
80,206,12.16
213,21,12.16
131,200,12.16
209,172,12.159166666666666
154,231,12.155
98,233,12.15
93,20,12.149999999999999
90,176,12.149090909090908
9,162,12.14
230,214,12.136956521739132
28,238,12.128750000000002
246,265,12.12305849582173
164,265,12.122030141843972
264,117,12.121764705882354
170,118,12.121034482758622
245,60,12.12
243,130,12.115
180,124,12.115
180,231,12.114999999999998
125,117,12.114
9,239,12.11
33,58,12.11
229,27,12.104999999999999
57,177,12.100000000000001
211,265,12.099159292035395
150,233,12.096666666666666
19,265,12.090909090909092
164,27,12.088571428571427
107,245,12.088461538461539
16,174,12.088181818181818
239,206,12.088000000000001
1,114,12.086666666666668
163,156,12.085
149,238,12.085
166,172,12.085
164,84,12.084285714285715
163,251,12.083571428571428
39,243,12.08
168,210,12.08
243,49,12.08
127,195,12.08
94,18,12.07
68,245,12.068823529411764
107,204,12.065999999999999
13,176,12.062857142857142
207,223,12.06
40,154,12.06
40,122,12.055
11,33,12.055
112,217,12.05
255,31,12.05
89,245,12.05
22,31,12.05
247,181,12.046666666666667
260,1,12.040344827586207
244,40,12.037500000000001
171,138,12.033333333333333
124,49,12.032857142857143
116,67,12.032499999999999
233,109,12.031666666666666
164,118,12.023200000000001
144,53,12.02
37,120,12.02
215,4,12.018333333333333
140,23,12.011875
98,265,12.011
194,14,12.01
78,132,12.01
125,38,12.01
126,71,12.01
32,36,12.01
20,211,12.01
28,144,12.002
12,20,12.0
1,211,12.0
22,158,12.0
134,188,12.0
243,15,12.0
64,263,12.0
1,4,12.0
230,172,11.998750000000001
249,251,11.997499999999997
48,5,11.9925
